message,hate_speech,chess
rt @reshell_: keshun be like it aint nothing to cut that bitch nawl it aint &#128557 &#128514 &#128514,1,0
rt @callmerenee_: @1inkkofrosess yasss bitch you did it,0,0
&#8220 @worldstarfunny: we don't love these hoes http: t.co wekdl09bq5&#8221 @ilovebamf &#128076,0,0
rt @liveitupjersey: @1sleepinggiant @ccass357 the only thing that cunt talked about was me crying about the traffic jam. knows nothing abou&#8230,0,0
@kazatta lol this is why u my nig,0,0
susan,0,0
90 percent yo bitch with me 100 percent that scrap with me,0,0
bobby bitch dropping in five minutes though .... let that sink in &#128588 &#128588,0,0
@kelseyhison @jodyhighroller see bitch this is why you have no friends,0,0
"rt @_bmoremartyr: ""@wb_pooh_3x: what the fuck was wrong with me? thinking i can wife this hoe.&#128514 ""&#128080 &#128552 &#128516",0,0
@shawnieceqb i remember a time when hilfiger wus seen as being above polo...until he said he aint wan niggers wearing his ish...,0,0
nobody said i like him and i dont see the reason to like him to be honest we have enough cultural heritage for hundreds of generations we should be proud of what we did not of what some austrian did !!!,0,0
i bet u john elway gets way more pussy than john dorsey.,0,0
@woahitsjulian wud up nig i gotta new number 3136139299 text me,0,0
maybe you should look there or just move here to miss. or more specifically tupelo .,0,0
"rt @rollingwithtrin: ""1 2 3 4 how many niggers are in my store? i knowwww you're stealing!"" &#128514 &#128514 &#128514",1,0
tower of london tour .,0,0
the people running sa into the ground want to wipe them all out .,0,0
"""@gagatom1: &#8220 @malefoot: 3 amo los pies http: t.co 4qe1hdkk8i&#8221 "" fuck yeah",0,0
all these afternoon groups are trash besides the bubba keegs and furyk group #thememorialtournament,0,0
@_b_r_y_c_e_ what happened to going fishing bitch?,0,0
for most of the service jobs you definatly have to speak danish well .,0,0
i 'll host it for a spell if anyone wants to send it to me .,0,0
that is just one of the theories .,0,0
@clicquotsuave my nigga what her pussy smell like?,0,0
lame niggas trash.,0,0
rt @funnyjokebook: i hope i made these pot brownies right http: t.co idddhppjiu,0,0
such a shame that a beautiful city with such a superb setting is being ruined !,0,0
i slept good thenna bitch tho,1,0
according to research we human are all originated from africa .,0,0
seems like you cant get away from these parasites anymore its happening and getting worse everywhere .,1,0
http: www.vdare.com stix 100209_pearcy_massacre.htmhttp: www.amren.com ar 2002 08 index.htmlhttp: www.racismeantiblanc.bizland.com 005 02-02.htmhttp: thezebraproject.blogspot.com,0,0
this is better than flappy bird.&#128525 &#128525 #falloutbird http: t.co chvzwtvltg,0,0
my phone is finally back on bitches! no more textnow,0,0
jai's hate for jay is completely irrational hahaha i still love jai though so if he needs someone called a faggot i'll call someone a fag.,0,0
prove it wrong .,0,0
you you can't get no money silly hoe,0,0
you're a faggot if you use the cover your face emoji,1,0
i fuck bad bitches to stacy lattisaw why you nigga's balls blue like an avatar?,0,0
&#8220 @_bunnycocaine_: oomf a hoe hopper &#128514 &#128514 &#128514 &#8221 &#127806 &#128064 &#127806,0,0
&#8220 @ditto_guwop: all these hoes been passed around to a cleveland niggah&#8221,0,0
hi my name is chris i 'm 35 looking for white ladies to go on dates with that are devoted to one man .,0,0
okay don't reply then i didn't want you to anyways bitch,0,0
if any one has any info on the austin texas band straight laced any info please contact me at skinranger@yahoo.com white power 88,0,0
@baaaabyshaaaay_ yassss bitch!!,0,0
comparing these pictures to pictures with serbs i do n't see much difference between them and albanians the same dinaric and mediterranean subtypes .,0,0
also shoot a lyman great plains .54 patched lead round ball over bulk ffg fired by a #11 cap .,0,0
rt @hbcufessions: us dykes get more play than most niggas! -famu,0,0
rt @showmeatittie: p&#8217 s up hoes down if ya bitch can&#8217 t swim then tha hoe gone drown,0,0
i flipped dat pacc said fucc a bitch n went and did it again,0,0
"rt @rjakagunner: y'all so quick to say people ""worship"" celebrities. bitch i love beyonc&#233 her talent her legacy and what she stands for &#8230",0,0
that is great .,0,0
"rt @pinche_adina: ""@staywavybruh: these hoes getting pregnant just to put some shit like shaqualidaemommy barackeishamommy in they ig bio&#8230",0,0
i wanna experience that late 30s &amp early 40s pussy,0,0
get both concealable level ii armor for mild civil unrest scenarios and heavy level iv armor for shtf !,0,0
"rt @_kristin_nikole: ""@zzachbarness: swear ag ugly den a bitch. he look like a possum and giraffe mix breed."" this isnt funny. but i died l&#8230",0,0
@boxingscene danny will be in deep deep water at 147 too many badass sons of bitches up there,0,0
&#8220 @brauc_o_drama: hate an overly hood girl... aye hoe... we not listening to keef all night &#128514 &#128514 &#8221 &#128514 &#128514 &#128514 i feel you,0,0
rt @dogethedog: wow such banana so potassium much yellow http: t.co xinhdwytqs,0,0
rt @deemazz_70: @jmccown11 got all the bitches http: t.co a3gf4iaps9,0,0
@_saltlife13 long story lol but i've missed you faggot,1,0
@kieffer_jason wtf u think u ole pussy ass nigga,1,0
yo bitch go wild more miles on her pussy then my car do,0,0
he's trash tho &#8220 @_dimejii: its 10 million naira if you want me on your song &#8211 wizkid http: t.co nsxaacj4jg via @naijaxclusive&#8221,0,0
it's good to see someone actively trying to make a difference and reach out to people who otherwise might never realize that there is more than one side to any belief .,0,0
you would be luckey to see a real irish person on the tv these days ..,0,0
there's a special place in hell for people who slam on their brakes for yellow lights &#128532 &#128299,0,0
it 's parents working all the time and letting their kids watch hours of mtv after they get home from school makes the girls think that dressing and acting like the `` ho 's '' in rap videos is cool and is all they are good for is to be `` pimped '' out !,0,0
"""this weekends going to be fabulous"" naa man you're seeing nae cunt. if you do they'll be koed in 2 seconds flat. hate u. #fuckgm",0,0
how the fuck do all these fucking faggot ass randos even find zoe's ask account????,1,0
@bamitsjustmary no i bitch and moan not tears!!!,0,0
rt @jayjroc: if you thought mansion elan was crazy with migos wait til boosie &amp yo gotti shut that bitch down tonight http: t.co 1ic1h0ib8u,0,0
can this bitch sit the fuck down and shut the fuck up,1,0
rt @thehighestpeak_: flavaaaaa in ya ear that hoe live lol,0,0
@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,1,0
@whosealisha that nigga spun around in the pussy.,0,0
bout to get some twitter bitches my twitter fame raising dawg #getwitme,0,0
@ajkfan big congrats to all! i expect him to be blogging on rube chat in a few days! now get some sleep you will need it!,0,0
like a skinny model boney bitch,0,0
rt @braidedcocks: @veryproudofya @poppunksucks well now i'm crying like a little bitch,0,0
night bitches. &#9996,0,0
o unpunished. this has been the view for many thousands of years in civilised and uncivilised society.,0,0
rt @sportscenter: derek jeter gets it done! j.j. hardy commits error on slow grounder and 2 runs score. yankees take 4-2 lead in 7th innin&#8230,0,0
"rt @chlldhoodruiner: ""great.... daquan got her pregnant and now i'm gonna have a nigger grandbaby"" http: t.co 9aayrrknbt",1,0
nobody but nobody has parts for 1920s basque made colt-s & w hybrids .,0,0
i do n't like how you say far greater than your own white blood relatives but there is nothing wrong in being polite to them of course .,0,0
rt @natyyg: some bitches be praying for the day you leave your nigga...,1,0
"i hate when hoes tweet about ""hoes""...? okay that aint hypocritical",0,0
rt @cuhcuhcuh: idk why skinny bitches think they got ass cuh,0,0
- youtube magyar hadsereg bevonulása erdelybe kolozsvári dísszemle 1940 hungarian amry in transylvania - youtube 1941 hungarian troops enter the ukraine - youtube my great grandfather fought in the hungarian army during ww2 .,0,0
was an asset,0,0
@whereyohussleat just to remind yall cuz hoes be acting like they don't know,0,0
my down bitch &#128074 my crime partner &#128176 &#128299 ima bitch when he get mad &#128080 my lil doctor &#128155 &#128153 &#128149,0,0
a gwb appointee. there goes the activist judges slant. oh wait? it's already been exposed as completely farcical. a gwb appointee.,0,0
this being sick is for the birds.,0,0
i have to agree .,0,0
@mrmooncricket @fuckthemallcops @jimtalbot1963 @theharris338 work is something adults do for money not borrow from money... broke bitch,1,0
so they even idolize a convicted pedophile and murderer -- convicted in a public trial -- and established an organization to shield pedophiles and child killers from further scrutiny of american law,0,0
@coolstoryisaac thisty hoe,1,0
im wit yo bitch smokin. let her keep the mid imma roll this potent,0,0
tf i'm acting like a sad ass bitch for ? old anthony coming back fashoo &#128076 &#128076 &#128076 &#128588 .,0,0
"""@stephenwildboy: chilling &#128069 &#8482 http: t.co mik3ipnle6"" sexy scally lad",0,0
"rt @boygoten: when waka said ""suck my dragon balls bitch call me goku!"" http: t.co n7kp7ds198",0,0
rt @lifeof_ayungin: that pussy is never yours it's just your turn remember that . &#128175,0,0
rt @xdsmooth: the way this niggah just flinched at this movie was #priceless @1bookieg,1,0
@shyhoof @umbralfox @feyote lamashtu has some great orgies but is a total bitch. lol : p,0,0
@ntxprogressive yeah..cause if anyone thinks this clown went to @target to buy oreos is as stupid as all of them look,0,0
rt @tyson_fury: ow &amp while i'm at it where has @davidprice_1 gone the big lanky twat.,0,0
and remember---always be the person you're born to be. you don't have to be queer to take something from that message. #nationalcomingoutday,1,0
rt @cheefpolo: my bitch wanna post a thirst trap ima just not pay the water bill that month. we all gon be thirsty,0,0
@deno_5 @kaitlyninst0ne you're reading you coon,1,0
you can call me a bitch ok! but a the thief get out of here. smdh,0,0
my nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,1,0
@mikeb_in_the_d you're still a free world bitch don't deserve your 313 area code !,0,0
she's lucky i bet she 'll be more careful next time .,0,0
cf,0,0
she wonder why im into her when all these hoes be into me,0,0
queens78322 i am on my way to meet with a few member of national alliance and i will present your speech to them .,0,0
step up and take your oppurtunity! #freshfaces #iubb #hoosiers,0,0
what city do you live in ?,0,0
bitches don't even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches,0,0
aint nuthin retarded bout gucci but this gold rolex,0,0
rt @drecordero: always interesting to see people who trash la liga react to products of la liga on premier league clubs.,0,0
@asshole_king with pills that nig will last 4 years. like magic j .that nig should hav died years ago. y'all the first team to draft gay.,1,0
&#8220 @lakeshorejohnny: eliot was a pussy.&#8221 mmmmmether,0,0
rt @kingryin: rip robin williams i'm gonna fuck the baddest bitch tonight for you bruh,0,0
it's so weird outside. it's like yellow.,0,0
@gossipcop screw the little porch monkey!,1,0
@brianholmes2700 god doesn't send retards to hell,0,0
@coffincreepxx you had to throw in the faggot word smh smh smh,1,0
rt @luaboo: &#8220 @uce_ina: hazel e looks like a bird... her and kaep prolly related by nose and shit&#8221 thats why berg wont ever make her dat bit&#8230,0,0
@mariamyepii cuz bitches love cheesy,0,0
@j__f__h happy another group of 365 days you weird ass son of a bitch. that's why we all love you though. hoping there are riots in h-town,0,0
rt @induztriouz_neo: i am a strong believer that birds of a feather flock together,0,0
@tamela_x but a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.,0,0
"another high point was a hungarian calling me ""cheat fuck"" and ""cheat pussy"" for doing well.",0,0
@anellesofia i didnt call you a bitch i just saiddd bitch. #jeesh,0,0
and it works in our favor the other way too - pushing white people too far so as to cause them to rebel .,0,0
good news is that census reports suggest whites are still the least likely to race mix .,0,0
what's that makeup called on your cheeks? i call it bitch spots lmao,0,0
rt @fuccseth: @huntermoore bitch doing a keg stand at this party http: t.co mukk3bottu,0,0
rt @tommyjaster: where da hoes at... c'mon thru at hatchy's in utica tdt about to rock dis biiaaaatch. #tdthoe #teamspade #highgang,0,0
@huntermoore fuck my wet pussy with ur huge cock,0,0
heartless ass niggah,1,0
you got that right in one go.lets hope he gets well soon and on his way home if you do n't have these apes in your great country then count your blessings,1,0
agent bulldog sweden - oi !,0,0
&#8220 @mannykream_g: birthday weekend starts today&#8221 shut yo hoe ass up,0,0
give me head an kiss yah nigga u a ill bitch,1,0
just wondered if there was anything cool to check out .,0,0
@stephyrae7 hii fag. :,0,0
`` i wanna look just like that skinny white lady just black and beautiful . '' * shakes his head *,0,0
let black people to join the result of `` diversity '' is a glass of milk for example put a drop of ink in before you put sugar spices put ice in all can drink milk was completely dark to put ink become useless junk .,1,0
it's no wonder my titanium ankle is killing me. woo retarded 'winter' weather! #texas #weather http: t.co rrkxbwg1u4,0,0
@jennydigi pussy put yo ass to sleep now i'm calling you nyquil,0,0
rt @bnasty00037: could you please refrain from being a dumb bitch,1,0
rt @quis_2turntup: &#8220 @1017_sqquad: iont got no type&#8221 bad bitches is the only thing that i like &#128111 &#128131 &#128131,0,0
rt @triggatrav187: @im_yung_jay working on diz music be in studio soon nicca,0,0
@_kaeejones lmaooo boy thought he ws all type of right spelling that hoe,0,0
his bitch ass a hoe ass nigga prolly don't get no pussy,1,0
rt @_boowhop: i can't trust ah soul i can't trust these nighas i can't trust these hoes,1,0
@babyxshad hoes twerking heavy to that,0,0
rt @sexualgif: when u go through bae's phone &amp there's no hoes on there http: t.co cyejv5l608,0,0
@slowdollaz photoshop my nig,0,0
rt @ll_jono: @krhymez_24 go home bitch,0,0
ika klansmen,0,0
it's funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level .,0,0
so what are your thoughts and personal experiences with the whole new immigration system ??,0,0
very funny .......,0,0
lmao rt @sirrocobama: tu madre rt @waymothegod: nacho doritos trash,0,0
being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak,0,0
rt @bestofnike: nike beanies #nikeporn http: t.co nn4vo90htj,0,0
niccas been deerin me err weekend but i bet i hit dat a dolo dis weekend if niccas playin &#9996 &#65039,0,0
chill i'm not a coon rt @ambitiouscam: sick of you fake bougie ass coons lol,1,0
i'm just tryna get to sleep before the birds start getting rowdy.,0,0
the family of ron o'neal needs to sue wu-tang for that trash song they released in his name.,0,0
i guess whites will either have to start fighting back or be slowly exterminated .,0,0
ain't no broke bitches standing next to me&#128564 &#128564,0,0
daiya nagore gets her pussy fucked and sucks cock for&#160 pleasure. http: t.co 7a44fxx8oy,0,0
this bitch @darealquitam just called me a bougie whore tho! &#128514 &#128514 &#128514 &#128514 ol angry bird! lmao,0,0
@myalynn__x3 bitch im sick .,0,0
i hear the jews are looking to open a holohoax center in antarctica next year .,1,0
&#8220 @bsbhforum: #beatthehabs #nyr http: t.co okvhwhy3vh&#8221 @canadiensmtl #pussy,0,0
lookin like a total swag fag ayeeee,1,0
she 'll smell of it for a while then it 'll be gone in a matter of seconds .,0,0
lmaooo naw man rt @diponline yo want in rt @humbltonbanks: u serious bro?? lol rt @cheezmoejenkinz 2-3:10am early bird special,0,0
rt @commonwhitegrl: mom why can't u just accept me for the bad bitch i am,0,0
i can't with this disrespect ass bitches,0,0
where are there morals ?,0,0
"rt @shesaddicted2me: ""@187xo_: ' i rather jack off then fuck hoes tbh that shit boring give me a wife ."" lmfao little be like ...",1,0
well i hate to tell that 40k will do a lot to help out the non-whites .,0,0
thanks it may not seem like much but just puting one of those leaflets up on a noticeboard gets a lot of people talking .,0,0
dont you get cold when you step out from the water ??? i always figured i 'd freeze my butt off if i did !!!,0,0
wish i got hoes like james bond,1,0
rt @persianboi10: #yesallmen these hoes ain't loyal,0,0
and it's always the black bitches that's constantly late af for no reason. couldn't refuse the ladies in free til 12 &amp $1 shots,0,0
my right ear is throbbing harder than a virgins pussy,0,0
&#8220 @thehighestpeak_: if you got netflix watch fresh that hoe live&#8221 from now on my name is chuck e i'm not chuckie no more &#128514 &#128514 &#128514,0,0
typical negro .,1,0
@briere_alex bout time bitch,0,0
in my 25 years i've supported more niggas and bitches and they kids and well.. my gratitude has died.,0,0
rt @ybejeff: when you ate the pussy but yeen think she was gone tell anybody&#128555 &#128555 http: t.co wgihekh5qb,0,0
the fucking royals bitch! work!,1,0
rt @tombradysego: sorry bitches it takes more than luck to beat me.,0,0
"my problem is i got a strong ""idgaf"" attitude. ion show no feelings to these pussy mfs &#128175",0,0
it ai n't right unless it 's white .,1,0
@ssickstory lester tried to eat your bird,0,0
call the teacher and complain or pull your child out of his class .,0,0
oh shit its still light out.. i've been in this bitch too long &#128565,0,0
van rensburg nostradamus etc ?,0,0
my mom's younger brothers gonna come disrespect my mom &amp call her a bitch &amp my cousins gonna tell my mom to stfu! wth..,0,0
rt @nerdatcooltable: soon as your girl see niggas pouring champagne on bitches ass she should want to leave,0,0
youtube - woman opens strip club in trailer home for teens and offers lap dances to children !,0,0
california tried to pass a law requiring bio-metric fingerprint id technology on guns last year sb 283 ..,0,0
we must stand for something together for alone we stand for nothing .,0,0
they're cowards and simpletons who are utterly incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words like `` racist . '',1,0
"cancel that hoe! ""@sb_nick: it ain't nothing to cut that b!tch off!""",0,0
"holy fuck. white bitch with ""4 baby daddy"" straight goes ""who uses condoms anyways"" bitch maybe you should so you'd stay outta the clinic!",0,0
@ovotiluoverdose @flossinlawson11 niggers*,1,0
if you need some help and i could provide it send me a pm .,0,0
you ain't gotta be a dyke to like hoes,1,0
@militarytimes that's what happens when you have pussies for presidents and generals you have to fight the same war over and over again.,0,0
if we got rid of all asians in the country canada would be massively white .,0,0
cut deses bitches off like hibachi &#9986 &#65039,1,0
rt @__harveyyy: people getting called all types of bitches over music lol you know how ridiculous that is?,0,0
this should n't surprise anyone .,0,0
my bitch remy stuck in 06 &#128557,0,0
these cheetos taste likka steak right nah boy these bitches going dumb!!,1,0
rt @thedrugtribe: mary isn't a backstabbing bitch that lies and deceives me,0,0
@a_murda_ happy birthday bad bitch,0,0
#celebrityleakedphotos yeah&gt now you know how it feels knowing the #nsa is on all our phones. quit whining like #muslim #bitches.,0,0
fuck all you hoes who keep giving my number to these colleges lmao,0,0
my cheapest broke ass meal? i had some egg noodles but we ain't have no buter no pepper nothing. i put syrup on them bitches.,0,0
@jennahnorberg ehh it was tough but yeah. lol jk of course niglet,0,0
i was getting to the business while you was chasing the bitches,0,0
source,0,0
bum ass hoe,0,0
the biggest problem is new york.there are blacks all over the streets when you 're in new york think you 're in nigeria .,1,0
@mayarsharkawi fake pics http: t.co jtwuu9cysr get off my tl u r dismissed muzzie. @darknight420 @jewjitsugrl @begbie_1 @efilnikcufecin7,1,0
hate when i'm in a girl city call her then she call back after i'm on the plane bitch foh,0,0
#indigenouspeoplesday .........right. because these #redskins had a lot of #queens right? nomg. #sofunny,1,0
@youngjeezy got me feelin like #trappin ain't dead. got me ready to call the #guala! #salute da truth! #seenitall #seenitalltheautobiography,0,0
two seasons ago this child with her brat-antics and rudeness all but ruined the final weeks of america 's got talent one of the few tv shows i watch and enjoy .,0,0
they need the white male distracted as much as possible and of course the glorification of the groid two birds one stone .,1,0
@edgarguillenjr @jo_clark6 @blakeanderson21 your a bitch if you hit a girl,0,0
rt @lexxxilove: i wake up in the middle of the night and chug the orange juice straight from the bottle. sorry mom.,0,0
sloppy ignorance in all my pockets come her lil bitch i want sloppy toppy,0,0
one time for the illest bitch alive,0,0
rt @moorehnter: how to get bitches http: t.co yuoqmghvbf,0,0
dont really listen to classical much but of what i have heard i guess beethoven `` s fifth is my favorite .,0,0
rt @ohhwhoops: smack a bitch. bitches love hand prints on their ass.,0,0
@adambaldwin really?? bro that retard @sentedcruz even missed the point of greeneggs&amp ham! it means don't knock it til ya try it!,0,0
i figured that if hoes wanna play games fuck em and leave em :,0,0
"this nicca just typed to me...""you are very busy two!"" &#128530 &#128547 so i'm busy twice? lmao",0,0
@isaidnick @aknadnrye give me credit lil bitch,0,0
let those bitches keep loving sosa,0,0
they hoes ain't loyal they rotate!,0,0
if she makes a good sandwhich and she give a good blowy wife dat hoe up. that way you can eat while she eatting,0,0
@protegykid i would reply with the red emoji but i'm not a nigger,1,0
"""hey pussy you still there?""",0,0
@kieffer_jason @c_janacek07. no the fuck it doesn't it's a fucking song wtf r u talking about. yes the fuck i can bitch,0,0
the red scum will never wake up ignorant lefties fight for `` their class '' when their making a mockery of their culture and heritage . commie scum ..,1,0
@kim92493 @_nikecaptain_ @tae_rhodes i was implying you we're the bro &amp them two aint nothin but lil hoes..c'mon now i or you kim,0,0
@abel312_ @cuauhtli02 bruh i'm under 2 blankets like a bitch right now,0,0
@ileanageorgina @enriquuee_ kike your a soft nigga &#128514,0,0
hello thomas & welcome to sfbritain good to have another young lad on board .. have a look through the youth section good info .,0,0
since a youngin bitch we been them niggas,1,0
you know wheat and corn grow pretty fast .,0,0
rt @jstac825: there's coon classic r. kelly usher and then there's classic stevie wonder prince . not that there's anything wrong with&#8230,0,0
&#8220 @jay_kay239: this weather need to not flag today! we trying to 50 zip a bitch tonight&#8221 yessssirrrrr,0,0
coke and white bitches.,0,0
i'm actually a big fan of subway but i always laugh when i read this .,0,0
... why is flint so violent ?,0,0
sorry that you were unaware .,0,0
rt @todd__kincannon: cry liberal bitches. cry like you did when daddy left. mt @slate: republicans are abt to take control of state legisl&#8230,0,0
1 time for the lonely hoes watching #scandal re runs,0,0
rt @karlos_budah: i kno this bitch a thot she wanna meet my momma now,0,0
officials are puzzled as to the cause .,0,0
ha !,0,0
i love when my mom goes to the grocery store until she gets home and i have to carry it all in. then it sucks monkey nuts,0,0
rt @girlslovedrugs: talkin bout the next bitch but you ain't bout shit.,0,0
@the_red_sea @shethetruththo bitch yo muthafukin ass reacting off that vain females' tweet &amp dont no the context her dumb ass dont neither,0,0
rt @lex_gedddit: just got 11 in flappy bird holy shit,0,0
mccourt the brother of that lier who wrote that book full of lies is running on a gay anti war platform in new york.from a video of his speech the limerick blogger has it on youtube .,0,0
i've heard that men with aids in africa think having sex with a virgin will cure them .,1,0
"remember when black girls out numbers in front of shit. ""i'm 9 hungry"" ""you 7 stupid hoe""",0,0
&#8220 @_withfinesse: &#8220 @shane_a1: lol i 4got rose been dat nicca tho&#8221 #1 never forget.&#8221 lol yee i was trippin,0,0
rt @whaddoyoumean: too many bitches is shady,0,0
@sbsylvester @kieffer_jason nigga stfu u not funny we all laughing at yo retarded ass just stfu,0,0
southern missouri is very pretty .,0,0
"sheeple just like &#128073 @sweetpotatertot:oh those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http: t.co x3bwnm3jii&#8221",1,0
on a mission to find some zebra cakes,0,0
azer syria georgia greece .,0,0
"""@lipe_the_great: &#8220 @h0rheyd: ""@lipe_the_great: shut up zoe"" fight me pussy&#8221 for zoe? i'm good man."" you are good ma'am. move along now",1,0
i wish my brother would stop bringing dirty bitches in my house,0,0
white nationalism is not about superiority it 's about the 14 words .,0,0
@jacksparenohoe hotter than a pussy in a pepper patch....who makes this shit up anyways...?,0,0
and i'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,1,0
even though lil wayne's music has turned into trash no ceilings and i am not a human being will always be my favorites.,0,0
' i'm not gon ever be that niggah that hit 300 likes on every picture but i get whoever i want period . &#1041204 &#1043323 &#1041196 ... http: t.co mkgrljrhcl,0,0
"""@tweetgamelazy: i can ride your bitch with no handle bars""",0,0
"rt @jamesokeefeiii: denver tv airs clip of digging through trash in ""ghetto aurora"" to put black and mexican ballots to ""good use.&#8221 http: &#8230",1,0
this is just some horny dumb kid .,0,0
@kenzystuart1 hey that guy has the same first name that i do! what a fag.,0,0
i have n't had enough teachers of different races to compare that .,0,0
sit back and enjoy your day it just might be your last .,0,0
i watch fights on gay parade in budapest together with my friends from hungary we were together on vacation in one croatian island it was great to watch how hungarian nationalists were smashing gay parade btw i have some hungarian blood my grandmother was hungarian kitartas !,1,0
@jimachterfeld @dan_bernstein the fuckin pussy makes fun of people all day on the radio someone calls him a creep and he blocks them.,0,0
@_tee13 @softestmuffin @torahblaze after you spread that filth of urs to that white dog he &amp the good ol boys were ltao on fuckin a monkey,1,0
@tabather_s so was i cunt welcome to twitter,0,0
rt @relatabie: i hate when people ask &#8220 who you tryna look good for?!&#8221 bitch myself bye,0,0
my ralph lauren jacket comes tomorrow. im giving out free hugs so these bitches can know what high quality fabric feels like.,0,0
you said i texted u and told u i missed you? yeah i did bitch like 4 weeks ago. grow up,0,0
lady next to me gon say her cooch is itching &amp burning she thinks she got a uti. no bitch that's something else down there,1,0
too many bitches not enough adults.,0,0
jeffrey mcadam was fatally shot at a rest stop along interstate 80 in iowa county .,0,0
i should probs shave my spic stash soon its kinda getting out of hand,0,0
oh and pankration was a martial sport not a martial art,0,0
rt @mtchll: rock out with your cock out jam out with your clam out,0,0
top 5 stankiest pussies,0,0
you got good friends kid and let me tell ya good friends are hard to come by .,0,0
mexicans have plenty of open space in their countries to develop they do n't need ours .,1,0
im in roxbury .,0,0
rt @vaeflare: ...because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings. http: t.co seryx9v&#8230,0,0
sex: male race : black d.o.b : 08-24-1950 height : 5 ' 11 weight : 180 eye : brown hair black in custody for : 001 misdemeanor count of criminal trespass 2nd deg this dude looks like an olde version of cornielious from `` planet of the apes '' !,1,0
iont got no type naw bad bitches is the only thing that i like,0,0
rt @fucktravonn: .@tropicalkyle being a hoe is a talent. das why girls put booking info in they bio when they get 5k followers,0,0
i moved that niggah anyways.,1,0
just spoke w @hispaniclinkns legend mentor charlie ericksen. great to catch up w those who helped open doors for latino journos #thankful,0,0
this hoe straight up disappeared on me like where did you go ?,0,0
@freddyamazin ratchet looking nigger,1,0
`` can you tell me where this service is ?,0,0
@jennahnorberg because its retarded. lol jk were the same,0,0
yanks choked too..... lost 4 strait remember,0,0
"this bitch brought me my food and said ""surprise"". thirsty bitch.",0,0
"a wise man once said ""damn i hate a bitch that like to argue nd shit""",0,0
another woman ain't gon keep me coming. girl these hoes ain't got nothing on ya,0,0
why do you feel a need to talk about this publicly ?,0,0
up and let the heat pop bitch,0,0
this is from stormfront 's advanced scout forum which is solely devoted to promoting ple - and its local militant front legionism .,0,0
rt @lexataughtyou: @hedge_brandon calm down bitch. touch my boobs &amp ill it your dick off &amp staple it to your forehead since you wanna be a&#8230,0,0
i like taking niggas hoes but i stop doing that &#9995,1,0
@paulconroy @habeshasuperman oh it's coming up little bitch and the u.s. has no veto over it. it'll be a thrill to watch.,0,0
wearing pajamas tonight 4 da gook udigg grey day,0,0
kill't dat bitch &#8220 @simonsamuels: shmoney bitch @simonsamuels @devontracy @thatwayimove https: t.co lnqdazijjk&#8221,0,0
rt @ilovebamf: @savage_530 @nutty_niff @shai_yaya nick when the men are talking sit your bitch as in the corner and listen to this grown fo&#8230,0,0
these bitches is running out of tricks pimping. barely catching my attention.,0,0
wonder if food stamps would cover s * * t for them in america and we could not have a food shortage of real food ?,0,0
&#128514 &#128514 &#128514 &#128514 bitch if you're the hobbit you need to let me know right now &#128514 &#128514 &#128514 &#128514 &#128079 &#128079 &#128079,0,0
there are entire towns in various parts of texas i have heard that will kindly show black folks right back the way they came from .,0,0
rt @duncanidunno: smash into windshields? rt @coorslightca: the birds do it. the bees do it. coors light drinkers do it. you know what we'r&#8230,0,0
rt @pornandcole: side bitch or main bitch you still ain't the only bitch. &#128079 &#128175 &#128175,0,0
omg unfortunately they are very good at hot air. did n't see any massive demos to prosecute the kiddie fiddlers amongst the christian brothers .,0,0
rt @shewili: when you go to a college party and you don't see any bitches http: t.co acut5et3tu,0,0
owners at bars dont even look at just have bartenders place on bar .,0,0
these hoes ain't loyallll,0,0
rt @ketamine_stalin: if a single wasp could read these #waspfacts tweets there could be a peace treaty between wasps and man but wasps are &#8230,0,0
rt @zag_ox: your girl hold my dick like a wii controller where's your bitch nigga? we control her,0,0
islam is not compatible with our way of life in this green and pleasant isle.irish people are white and christian ffs !,1,0
let this white boy be ghetto&#127773,1,0
kip tokuda yellow guy working to niggerize the seattle pd died. too bad there's another pos hiding in the wings to replace him.,1,0
&#8220 @maxwell_larsen: i'm jakes bitch&#8221,0,0
some kid knocking on a blacks door and running away.look donkeys fords chipie across the road the internet cafe run by black overeactcted.attacked the limerick kid all at least 20 of them.kid arrived out later with his at least 30 friends.the owner of internet cafe says to the white youth i have white blood.one roars back the only thing white about you is your teeth .,0,0
basically #gop #romney right wing reactionaries drudgies teabaggers libertaritards all hate our education system and teachers.,1,0
simple minded hoe,0,0
twitter newsflash : do not ever visit easton pburg area theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions,1,0
@jontel_20 &#128557 pussy,0,0
my heart goes out to you ..,0,0
#mt browngal #gouache #monkey #tiki http: t.co kfhj8lwhbs,0,0
