,message,hate_speech
3126,The old shotgun held together !,0
3127,"My point is , that if you have a nice gun that you value , shoot good ammo in it .",0
3128,"Do n't pay much attention to me , though .",0
3129,I have n't had any first hand knowledge of guns for nearly two decades .,0
3130,The border war moves closer to home : Just another day. . . . : A relaxing evening at home suddenly turns into the pursuit of drug smugglers in my neighborhood My blog. . .,0
3131,Just another day. . . .,0
3132,"Next time you see someone with their pants falling down , just help them !",0
3133,"Pull them right down , and push them over !",0
3134,"Ya, and they kind of missed the fact that he is going to inner city schools teaching the monkeys how to better kick your white butt !",1
3135,"Only 6 Corporations Control Over 90 % of the Television Channels These Corporations are Anti-White and are Turning Our People Into Zombies Let 's break the monopoly of news and information by supporting alternative , pro-white media like Stormfront .",0
3136,Please click on the banner below to join Stormfront today .,0
3137,We thank you for your support !,0
3138,Agreed.,0
3139,"Holy cow , I cannot believe the BS that goes on in a public school system vs. actual learning .",0
3140,Not to mention the political correctness spew thrown into the ' actual learning ' .,0
3141,I thought I 'd add some of my babies to the thread The iguana is a recent rescue from someone who could n't care for her .,0
3142,I 'm very worried she is n't well .,0
3143,"The lovely previous owner had fed her a steady diet of iceberg lettuce , carrots , and bananas , as well as 0 UVB for the past 7 months .",0
3144,"I 'm guessing her age to be around 12-18 months , and she is TINY She 's 15 inches STL , keeping in mind she 's missing a small piece at the end .",0
3145,"Our herp vet is gone til the middle of April , I ca n't wait to get her in and have her checked out .",0
3146,"She 's such a sweet little thing , her temperament has changed so from when I first brought her home just 2 weeks ago .",0
3147,All she needed was some attention and patience .,0
3148,"And .... I know the rose hair is n't a reptile , but she 's sweet and I could n't leave her out They are another misunderstood family of creatures .",0
3149,"Back when I was a kid , even the black folks called them that .... `` Ooohhh I' z cai n't wait until Crimusz , I' z gonna get me sum of dem niggah-toes and oranguz fo ' Crimusz , an ' sum peppahmintz ; dey shoa iz gud ! ''",1
3150,I think there are some great Country and Western songs about or related to driving trucks .,0
3151,Roll On Big Mamma - YouTube,0
3152,My gut tells me the percentage of legal minority gun owners is pretty small .,0
3153,"Any regulation will hurt us , not them .",0
3154,"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .",1
3155,It 's like `` The Legend Of / Vigger Charlie '' on crack .,0
3156,Go see you tube video about Z-Backscatter Vans too .,0
3157,yeah it just jews stealing stuff from other martial arts. dont worry about it unless they try to recruit you for the mossad,1
3158,"Classic trucker songs YouTube - & #x202a ; Dave Dudley - Diesel Smoke ( 18WoS : PTTM ) & #x202c ; & rlm ; Diesel Smoke another of same song , different video , says the artist was Red Simpson YouTube - & #x202a ; Red Simpson - Diesel smoke , & #x202c ; & rlm ; YouTube - & #x202a ; Red Sovine-Truck Drivin ' Son Of A Gun & #x202c ; & rlm ; Truck Drivin ' Son of a Gun YouTube - & #x202a ; Terry Allen - Amarillo Highway & #x202c ; & rlm ; Amarillo Highway ( slow version , live , with violins ) YouTube - & #x202a ; Robert Earl Keen - Amarillo Highway & #x202c ; & rlm ; Fast rockin ' country version by Robert Earl Keene",0
3159,"You use your handgun , to fight back to your shotgun !",0
3160,"I 've seen shots with a .45 , where people walked around angry .",0
3161,Fedor going down like he did hurt a lot too .,0
3162,I feel like athletic whites do not have enough kids because when you have a lot of brothers it forces you to fight your way to the top .,0
3163,"Kurt Angle youngest of 5 brothers , Brock Lesnar youngest of 3 brother .",0
3164,"Instead it is the athletic negro Holyfield 11 kids , Mike Tyson 7 kids , Riddick Bowe 5 kids , George Foreman 10 kids who procreate like apes and spread these athlete genes along .",1
3165,Through numbers alone 200 million whites in this country some of these white kids should be doing wrestling and getting into MMA through wrestling .,0
3166,Instead I am seeing this tiny percentage of black wrestlers taking all the MMA spots .,0
3167,That's a shame I bought their home school publication years back .,0
3168,I am looking for WN specific Home School material ?,0
3169,Is there anything out there ?,0
3170,The Christian culture still engages in human sacrifices on a daily basis - let 's take a look at some of their ritual practices : [ IMG ] http://torture.justsick * * * * .com/wp-content/uploads/2007/10/butter-electric-chair-botched.jpg [ /IMG ] Another sacrifical victim is dispatched .....,0
3171,My grandmother Has Red Hair .,0
3172,My Father Had Red hair .,0
3173,But I was Born With blond hair and it turned Brown by the time I turned 9 .,0
3174,Everyone in my family seems to either have Green eyes or Blue too .,0
3175,Knock Out With Knife Hands ( US Marines ) - YouTube Kelly mccan/jum grover uses lots of strikes to that area when teaching combatives,0
3176,Remind them that they 're just another Jew tool and that they are basically spitting on the graves of millions of people that were murdered by real Communists .,1
3177,Communism is no laughing matter and should n't be impersonated for intentional ' rebelliousness ' .,0
3178,http://www.youtube.com/watch ? v = vaEZZnW _ MJo,0
3179,This is exactly what the Truth Movement needs more of !,0
3180,A couple of White woman who speak the full truth and NAME THE JEW !,0
3181,Great job Dr. Lorraine Day and Deanna Spingola !,0
3182,"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com",1
3183,"Restrictions on basketball hoops in Wickliffe , Willowick parks curb complaints , but some players are n't happy - Cleveland.com City puts out curfew of 5pm , and puts steering wheel locks on city park Basketball hoops to curb TNB .",0
3184,But no one talks about the real problem .,0
3185,"When I go to just about any Australian city I feel like a foreigner , these cities were built by my own flesh and blood , I should not feel like an alien in them .",0
3186,"Blacks Who Lynched Blacks -- Truth Behind American Lynchings The Lynching Myths January 15 , 2012 Violent Crimes : Black On White & White On Black : Blacks Who Lynched Blacks -- Truth Behind American Lynchings",0
3187,That is when you take out your phone and take pictures of them .,0
3188,"There is no expectation of privacy in public , so taking their pictures is legal .",0
3189,I suspect they took them because a few of the guys behind were talking about how they had 7k rounds of.22 stocked .,0
3190,"Rock music video for 12 Stones band , with truck footage .",0
3191,Dash cam truck passes Fedex wiggle wagon at 2 : 40-3 : 00 area .,0
3192,YouTube - Good Night to Fed Ex,0
3193,"You may be right , I do n't remember if I was using a liberal curve or not when giving him a 3.5",0
3194,It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,1
3195,You must have some luck having the one Indian that loves blacks as a teacher .,0
3196,I'll try and see if my sister can bring home the sheet from my old high school with like 20 websites and their passwords of scholary reviewed articls,0
3197,"I'm looking for a good book on the terror laid down by Stalin upon his own people , preferably from a nationalist or at least neutral perspective .",0
3198,There are lots of brown and black kids in the system gays could adopt .,1
3199,I do think abusive parents are worse than gays one .,1
3200,That 's to assume the gay ones are n't abusive .,1
3201,I do n't know if that is true .,0
3202,Not long ago I got a note from my diocese mentioning that being a Mason is committing a grave sin and Catholics are not allowed to join them .,0
3203,I am new on here and so far i like most of what i have seen.I am looking for some suggestions on reading material i should read to educate myself about my heritage and how to protect it.I know there are some intelligent people on here who can point me in the right direction or even share some of their knowledge with me so i can be more educated and prepared to be able to help not only myself but my race .,0
3204,I am a proud white man and want to do my part to make sure there can be proud white men in the future .,0
3205,Good thread and good points .,0
3206,"Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .",1
3207,"There was lots of talk a few years ago of Asian students performing brilliantly , outperforming many Whites and others in school .",0
3208,"Then these students graduated college and joined the workforce , only to fail .",0
3209,"Intellectual morons , or educated idiots , are good phrases to describe them .",1
3210,"It's not government money , it 's taxpayer money and they should spend it as they see fit .",0
3211,You educate your kids your way and let others do the same .,0
3212,"If making a personal profit from government is even in a politician 's or activist mind they are good for nothing , but kindling .",0
3213,I already have most of the above .,0
3214,I was hoping someone may have come across something published for his age range or reading level .,0
3215,Thanks though .,0
3216,luckily my child goes to a more white school so they do not even teach about this and they are the only school in the county that had school on mlk day .,0
3217,"why did god give negroes good rhythm ?? because he messed up their lips , hair , nose and skin so yes they are ugly !!!!!!!!!!!!!!",1
3218,"I believe Abraham 's faith was tested by God when he asked him to sacrifice Isaac , the quran falsely claims it was Ishmael .",0
3219,I take it you are a little person then .,0
3220,My advice is go bulk up at a gym and take up a martial art so you do n't feel as intimidated by blacks as you currently do .,0
3221,You did n't learn about it because it is n't so .,0
3222,"Call the teacher and complain , or pull your child out of his class .",0
3223,I bet you can see the Mexic-ants from space with the Google Earth. photo ants on picnic table CYF salt of the earth,1
3224,There is a young maid as well and they are about to be married under a sacred tree .... that is what the Oak and fire in the background are about .,0
3225,"It is a pagan wedding , between a man and a women .",0
3226,"This was the first silent movie I saw , the first movie I saw starring Lillian Gish , who is now one of my favourite actresses .",0
3227,What an amazing picture .,0
3228,Billy Bitzer certainly was a daredevil cameraman .,0
3229,You can ask to your french fellow in stormfront french part for a little help both of them speak english and french .,0
3230,Never mind the mess on the floor brother .,0
3231,Always see the enemy as the hole in the roof that made the mess .,0
3232,Today is exactly 100 years since it was released .,0
3233,I watched it today and I must say it 's a very good movie .,0
3234,I think its a bad thing to do and possibly harmful to the baby but I do n't think anyone besides the mother and the father of the baby should have a say so in if she quits or not .,0
3235,"Yeah, thank God for fingers ....",0
3236,I think our middle finger is about worn out .,0
3237,Thank goodness you 're there to pick up the slack .,0
3238,"At the hospital I take care of very diverse group of patients , use your imagination .",0
3239,Jews are the most demanding and worst patients of all .,1
3240,"There should be the death penalty for anyone involved in human trafficking , forced prostitution or anyone involving children .",0
3241,Pornography and prostitution should be outlawed as the jewish filth that it is . _ _ _ _ _ _ _ _ _ nazi.org.uk,1
3242,"Make this a problem for your parents.Get their attention where it should be : On the welfare of their child , and their own Race .",0
3243,My scientist can beat the living life out of your scientist on any day .,0
3244,"And this is exactly why we have to fall back on common sense ... And common sense says nobody is hanging around below 40,000 feet to take a tan ...",0
3245,Exactly.,0
3246,"It always turns ugly eventually , and then the thread will be locked .",0
3247,I 've seen it happen so many times. : explode,0
3248,That film is full of outright lies .,0
3249,Here 's a link which documents all of the BS that Moore put in the film .,0
3250,http://www.hardylaw.net/Truth_About_Bowling.html,0
3251,That s a good site and I 'll sign up for the newsletter !,0
3252,Keep it up and spread the word .,0
3253,"There are many whites out there who would become part of the movement , but know nothing of it !",0
3254,That s how I and my friends were for awhile we have the same beliefs but knew nothing of the WN movement or WN until one day I was searching the web and came across a white nationalist site and there was a link to stormfront on it and from there I told my friends about it and now we will try and spread the word !,0
3255,You gotta give him a chance at least or move to cleveland and then well talk lol always looking for a wp girl .,0
3256,"You can have a high I.Q. and still have friends , i mean i ai n't a doctor or anything but i 've still got a decent i.q and i have like half my year as friends ( except all foreigners )",0
3257,Do you ever ask yourself why you have a screen name that 's reminiscent of the sound a butthole makes after too many beans ? .,0
3258,"Exactly, especially since all the photos are White on White or in a few instances Black on Black .",0
3259,God forbid anyone should promote straight racially loyal hetrosexuality Diablo,1
3260,I had a black tell me once that nothing scares a black more than a white man and his big dog .,0
3261,I love my big dog ...,0
3262,Is there any good White pride music that is n't just annoying screaming and bad metal ?,0
3263,"Anything along the lines of , uh , punk or alternative ?",0
3264,Someone who ca n't get their point across without using a hundred curse words does n't even deserve to be answered .,0
3265,"Welcome back , I hope you make s/f a habit .",0
3266,I too took a year aor so off from s/f several years ago .,0
3267,"And , nice picture too !",0
3268,David ( SS ),0
3269,Of course your brother would be welcome in our White community .,0
3270,We are not filled with all the hate that the jewish media tells the lemmings we are .,0
3271,We take care of our own !!!,0
3272,"you have a moral duty as an upstanding citizen and white person to have that baby removed from her wretched hands and have it be properly cared for. to hell with your degenerate friend , put your fear aside and do whats right for the baby 's sake .",0
3273,NOW .,0
3274,Seems that an old proverb about dogs and fleas comes to mind here .,0
3275,Of course dogs are NOBLE creatures .,0
3276,Those I allude to ....,0
3277,I am sorry to hear that about losing your job well after reading all of these i went out walking cuz i was pumped to kick some ass .. heh ...,0
3278,some are and some are not. you will find that with everything in life. but whites tend to be more raspecfull to everyone,0
3279,"well like I said , I keep to myself .",0
3280,It 's summer and I have a lot of time on my hands with a work break .,0
3281,things u put on yer teeth just kidding ... seen guys with those things that suppose to hold up pants ? theyre red or white ? and theyre not belts. welcome to skinhead charades .,1
3282,"Yes, now if we could just get this whole time machine thing figured out , when we got back all we would see are smiling white faces .",0
3283,I'd LOVE to stay at home and raise my children .,0
3284,"I have nothing against staying at home , but I 'd also like to start a home day-care .",0
3285,"That way I can make money , have friends for my child to play with , AND stay at home .",0
3286,Brown eyes and Brown hair make you no less white than someone with blonde hair and blue eyes .,0
3287,"I really have given no thought to changing eye or hair color , so it really does not matter to moi .",0
3288,"My skin color , well its white .",0
3289,"Maybe blacks are n't better , but their body is more shaped to hunt animals .",1
3290,"The whites and the asians evoluated , and the blacks are still behind .",1
3291,There are some white pride chats on yahoo go to governments and politics then click user rooms there are usually 1-4 white pride chats there,0
3292,I can honestly say I feel dumber after reading posts on that board .,0
3293,Those are some of the most stupid posts I have ever read in my life .,0
3294,I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,1
3295,Good luck !,0
3296,i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,1
3297,I got one during this last school year and I through it away .,0
3298,Than they just sent me another one like a week ago ... it is sitting right in front of me still not filled out .,0
3299,I was looking at it the other day and I realized that most kids that probably get this go through and get to check every single club on the back ... I have n't been in one club or group in school .,0
3300,Just makes for an easier form for me !,0
3301,"If we dont stop fighting over territory , we will have none left to ourselfes anyones .",0
3302,So get tougether and save a great race .,0
3303,"Im not a girl , but i am a 17 year old Skin from Canada .",0
3304,I put you on my msn. dont accept if you dont want too,0
3305,Judge by color or I am so not `` hip '' ?,0
3306,"What is colour , is that ghetto fly , super dawg slang ???",0
3307,Girl I bey you are fly !!!,0
3308,Hey Everyone .,0
3309,I 'm a brand new member from the South JErsey area .,0
3310,Anyone know of any youth White Pride acitivities/organizations in the South Jersey maybe Philly area ?,0
3311,"Thanks , Greg",0
3312,"Welcome, Sir .",0
3313,"Post freely , in all forums .",0
3314,"Remember there will be a delay in your potst ' appearing , until you reach unmoderated status .",0
3315,"hello, my name is jason , i am 13 years old and felt like postting. anyone here from or near CT , if u are , send me a message or something .",0
3316,W.P.W.W. : attack,0
3317,You could try looking at the National socialist and Fascist Resource Centre at http://www.ufc.co.uk They cover a whole range of educational material .,0
3318,Fair enough .,0
3319,"I got the message you were trying to get across in your first post , I just felt like messing with you .",0
3320,Haha !,0
3321,I was wondering the same thing when I first saw that this section was added .,0
3322,Although I am not an old fart ... I 'm in my 20s .,0
3323,"Free at last , free at last , good God almighty I 'm free at last !",0
3324,Have n't been this happy in 10 months. : jump,0
3325,"ALL this high school talk makes ME feel old , and Im 19 !!!",0
3326,Graduated two years ago and still do n't miss it .,0
3327,As always the video is filled with the truth .,0
3328,I was filled with love for my race while watching this video .,0
3329,"This is the same white flight pattern all over the world , the problem being eventually we will run out of space to live .",0
3330,The earth is not getting bigger people .,0
3331,The white nationalist front has never been proven to exist outside of the chairman there waste of your time until it is proved to exist,0
3332,There is no-way in the world that was his first time ..,0
3333,I bet where he lived small animals went missing all the time maybe even people,0
3334,Now that is good news as I frequently heard amongst my people that they will only stand together and fight once they have lost everything .,0
3335,Had to listen to this idiotic statement/strategy for years .,0
3336,So please Zuma be a good little kaffir and take their land,1
3337,Yeah that would be great if you could make it out .,0
3338,Send me a message if you plan to come out and we will make arrangements to meet up,0
3339,I would like to have a look round too Planning it for later this year Just a look round Looks like a beautiful country from the air ( google ),0
3340,"Also, I think I did a dumb thing by using my real name as a user name ... anyway I can change it ?",0
3341,Please advise .,0
3342,"Although they do appear trashy and promote race mixing , the two head figures in the band are white , are married and do have a white child .",0
3343,"Sixteen Jones , Die Antwoord 's daughter - YouTube",0
3344,Keep hearing how wonderful he was and someone even likened him to Christ !!,0
3345,"He was a saint apparently hope nothing awful happens to my white brother and sisters in SA , keep safe .",0
3346,Wow look how they promote such hate then they wonder why most of us want them to move back to africa,0
3347,"My aunt teaches at an all black inner city school in Kent , OH .",0
3348,She is white .,0
3349,Some of the kids threw a DESK out of a third floor window onto a teacher and broke his arm .,0
3350,She gets cussed every day .,0
3351,Somebody scratched her car and let the air out of the tires one day .,0
3352,"She says the class is out of control and the kids are unteachable , and the black administration does not support her .",0
3353,London artist shot dead in South Africa protecting his family from gunmen in raid during wedding anniversary - Crime - News - London Evening Standard,0
3354,"There IQ is pretty worthless if they have n't discovered a cure for cancer , MS , Parkinson or HIV , ETC .... bah .... all I see is numbers .",0
3355,It is happening .,0
3356,My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,1
3357,Pity Nationalists in Britain are busy fighting each other as opposed to uniting and pushing the cause to a wider audience .,0
3358,I'm wondering how would the liberals react to the Zulu movie being released in the year 2014 ?,0
3359,Zulu - Final Attack - YouTube,0
3360,These are Rapist techniques .,0
3361,They are culturally raping european countries in every way .,1
3362,Liberal is just the PC word for Rapist .,1
3363,It might hold together for a short time but eventually major problems will develop .,0
3364,Do non Whites really think they measure up to Whites ?,1
3365,Is it possible that we developed an alcohol tolerance as a way to conquer other tribes ?,0
3366,Seemed to work well on the Indians and Australian aborigines .,0
3367,"Peter, it is no suprise that you were the first to make a comment on this thread .",0
3368,Every white person from Michigan knows that our Detroit negros are the worst in America .,1
3369,"I think this is the video I was talking about earlier , make 's me grateful for our ' micro-ghettos `` out here.This guy keeps driving for miles and miles .",0
3370,Here you would be in and out of the ghetto in prob under a minute .,0
3371,YouTube - A Tour Of Detroit 's Ghetto,0
3372,The only people he 's demoralizing ( or trying to demoralize ) are the families of these dead troops at funerals .,0
3373,"It 's uncalled for , UnWhite , and uncivilized .",0
3374,Period .,0
3375,I can picture the headlines on Detroit is Crap .,0
3376,`` Final fried chicken delivery truck leaves for Detroit ( never to be seen again ) . '',0
3377,General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .,1
3378,There has been a constantly stream of money from the white man 's hand to `` anti-whites '',0
3379,Or so this short film would have you believe !,0
3380,This film tells the story of a poor victimised African boy ( Joseph ) who was allowed into Ireland .,0
3381,"On his first day of school , he is tormented by the evil spirited White children .",0
3382,http://movies.nytimes.com/2009/02/06/movies/06shor.htmlYouTube-NewBoyhttp://www.getthebigpicture.net/blog...m-new-boy.html,0
3383,"Yep the bottom line is without a strong family behind her a young girl is very vulnerable .. The Jew knows this and Glamorises the Negro using its media power , here we see the results .",1
3384,"Yeah, i guess the one time you 're not prepared for it will be the time it goes down .",0
3385,Would you have been arrested if you shot them/killed them on your own property ?,0
3386,I hear that McDonalds is coming to their aid .,0
3387,"They are shipping 15,000 Mc Turdos with fresh flies on the side .",0
3388,No one was eating cow dung when the Whites ran it and it was called Rhodesia .,0
3389,`` Those evil Whites .,1
3390,"We have to kill off all of the Whites so we can go back to eating cow dung ! """,1
3391,They are too dung stupid to be able to tap into the market .,1
3392,They would be better off just sitting out in the sun eating a dirt sundae .,1
3393,I would willing risk jail time if it meant I could get my hands on them or anyone who does that to a white child .,0
3394,Those little boys would have never seen their 11th birthday if I was there .,0
3395,Stories like this are so sad .,0
3396,And reading the article one gets gets the impression that comp sci departments are desperate and grateful for bodies -- regardless of color -- in their departments .,0
3397,I was hoping that at least one of those animals would get their heads lobbed off by the propeller blades like in Dawn of The Dead .,0
3398,Stormfront should try to create a larger protest in Defense of Ed Steele .,0
3399,Locals in the area should organize a march or something .,0
3400,Has Jack McLamb been contacted ?,0
3401,They do crank ?,0
3402,I saw Edwards on some TV show not long ago .,0
3403,The first thing I thought was `` he does lots of meth '' .,0
3404,I think that white women who cannot find a suitable white partner for whatever reason should not delay childbearing but should go to a sperm bank and start having white kids .,0
3405,She could then go on welfare and take out student loans to go to college .,0
3406,Most Americans will probably wind up working in fast food anyway and this can delay that by a few decades .,0
3407,"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",1
3408,Of course they do .,0
3409,Nancy Grace has had no other news but this for weeks .,0
3410,When Emily was murdered my wife sent the info to Nancy Grace and there was not a word said about it .,0
3411,"May they just need to turn these savages loose , justice will take care of itself .",1
3412,Why would the press be covering this .,0
3413,"Nothing more than a murdered white girl , the talking heads could care less about her .",0
3414,Just let Shaniqua leave her kids home to burn the house down while she goes to da club .,1
3415,Then they will whine for days about the hard life of a 26 year old single mom of 7 kids Justice for Emily,0
3416,They would perform a rape test and get the evidence immediately .,0
3417,They know what happened or not .,0
3418,These groids went haywire when they got in there and found themselves a white girl .,1
3419,They should be executed forthwith and publically .,0
3420,"As it is , now they get free meals and watch TV all day with the tax payer footing the bill .",0
3421,That 's every groid 's wish anyways .,1
3422,String ' em up !,1
3423,Who reported that they were Jews and had an Israeli passport if there was an immediate media blackout as soon as these facts came out ?,0
3424,Are there any English language links to read about this ?,0
3425,The bible is n't jewish .,0
3426,They do what they always do take something of someone else 's and make it their own .,1
3427,I myself like to use Euro pride world wide in a collective effort .,0
3428,If I have to start compartmentalizing I use Nordic and Heathen,0
3429,"Edit: alright , I did it ...",0
3430,I think you underestimate how many times I have actually taken different tests .,0
3431,I have taken THAT particular test like ten times before .,0
3432,People in my circle of acquaintances are a bit obsessed with IQ .,0
3433,I am pretty sure you are a troll .,0
3434,Take back what you said or I will report you .,0
3435,I dont like reporting people but the last thing I will do is tolerate some stupid pig who claims Hungarians are Tatars .,0
3436,I guess there 's going to be some miraculous event within the next 11 years that will make everyone mixed race .,0
3437,"We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to , which asians cant.",1
3438,"Interesting guy , if you 've never seen Derren Brown before .",0
3439,"Here , he explores whether someone could be made into an amnesiac assassin .",0
3440,Derren Brown - The Assassin Part 1 - YouTube Derren Brown - The Assassin Part 2 - YouTube Derren Brown - The Assassin Part 3 - YouTube Derren Brown - The Assassin Part 4 Final - YouTube Fun stuff .,0
3441,( As I watch from the safety in front of my computer monitor. ),0
3442,"If it 's really this easy for an admittedly skilled hypnotist to do this to people , what could CIA/KGB/MI6/etc do with full , unrestrained control over someone ?",0
3443,I Got 15 Kids & 3 Babydaddys-SOMEONE & #39 ; S GOTTA PAY FOR ME & MY KIDS !!!,0
3444,- YouTube Obama Is Going To Pay For My Gas And Mortgage !!!,0
3445,- YouTube Welfare Checks Late - YouTube,0
3446,I believe this was posted before but had no sound and the victim 's face was blurred .,0
3447,Here it is uncensored : White boy gets beat up by 2 blacks while the other blacks cheer .,0
3448,- YouTube,0
3449,DUDE GETTING JUMPED - KNOCKED OUT - THEN ROBBED ON THE EL PLATFORM IN PHILADELPHIA - YouTube White Guy Robbed & Knocked Out By Black Thugs - YouTube Nigga Moments of crackheads - YouTube,0
3450,Sadly that is what happens when you dumb down a society and make everything sexual.Not even innocent animals are out of the question for these sickos .,1
3451,Crippin nigga .,1
3452,WE CRIPPIN NIGGA .,1
3453,CRIPPPINNN !!!!,0
3454,"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",1
3455,"That's called white flight , and it 's why the city centre of almost every major American city is now predominantly non-white .",0
3456,Humans and negroes use restaurants in entirely different ways .,1
3457,YouTube - & #x202a ; Unruly Teens wrecking a Dunkin Donuts at 75 christopher street in manhattan & #x202c ; & rlm ;,0
3458,YouTube - Grandson attacks and rapes 87-Year-Old bed-ridden amputee Grandmother YouTube - Police are looking for Flash Mob of black Teens who Robbed Dupont Circle Store .,0
3459,"YouTube - BLACK WOMAN GOES BALLISTIC ON REPORTER YouTube - he wuz a good boy , Black kid kills two white men YouTube - Black Man Charged with Rape of 65 year old Coma Patient YouTube - BLACK Robber Forces Guy to Drink Liquid Soap Video",0
3460,This thread makes me thankful that I will be homeschooling my children .,0
3461,Most of these videos belong on the Animal Planet tv channel .,1
3462,More racist violence by blacks - this time the victim was a Chinese man : YouTube - Racist Blacks beat a Chinese man to death,0
3463,Blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..,1
3464,YouTube - Broadcast Yourself .,0
3465,Apparently the story is that the white woman flipped off one of those groids and they all came to gang up on her .,0
3466,Hahahhah the amount of whites in my town has gone up and all other minorities have gone down !,0
3467,"Thanks for posting , made my day",0
3468,"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",1
3469,Police threaten woman for requesting white housemates .,0
3470,Police intimidate and threaten to cite or arrest white woman for a sign on her house/yard saying `` I rent to white room-mates '' .,0
3471,It's going to get bad when this comes out .,0
3472,I can already see virtual AI girl friends coming out of this .,0
3473,HydraDeck Humans - YouTube,0
3474,"Even when the rest of the world has daggers ready to strike at your heart , you still show them kindness ..",0
3475,"http://www.japantoday.com/category/n...a-bound-flighthttp://www.washingtonpost.com/wp-dyn...071301714.html Uzodinma Iweala is the author of `` Beasts of No Nation , '' a novel about child soldiers .",0
3476,A lot of it could be mostly blacks with Hispanics though .,0
3477,Good news is that census reports suggest whites are still the least likely to race mix .,0
3478,"Hispanics , Blacks and Asians are all doing it .",1
3479,of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,1
3480,"1st video , there are more non-whites than just the black girl 2nd video the white guy and asian girl both wear red shirts to create that subconscious association .",0
3481,Of course ATT had to make the one blond boy look stupid .,0
3482,Imagine the uproar if the black girl said `` ten '' .,0
3483,YouTube,0
3484,The only thing more disgusting than a White woman with a groid is a White woman who drags her White child into the filth with her .,1
3485,Blockbuster Instant Commercial - YouTube !,0
3486,In reality they do pair up the black males with the White girls in mixed schools because the girls help them with their work and it makes the school 's achievement stats less dismal .,0
3487,"zpridez NO big deal , I got your drift.IMO If these bellyaching Black peoples et al continue to negate/or ignore the present ' Products of Progress ' within society we 're all doomed .",1
3488,Don't force me to eat with the hired help . [ Do n't force me to eat with the hired help - Page 4 - Cruise Critic Message Boards,0
3489,i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,1
3490,Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),1
3491,SNICKERS ® - `` Coach '' - YouTube,0
3492,So here 's where all that missing bank stimulus money went !,0
3493,Israel 3rd Worldwide in ' Millionaire Growth ' in 2009 - Finances & Business - Israel News - Israel National News,0
3494,"Watch the Pass it On Honesty commercial where a kid returns a purse | Values.com White kid `` suspiciously '' returns black lady 's purse , white cops reward him with donuts",0
3495,"The Diversity Dinner : Breaking Bread & Barriers - YouTube A lot of good comments on this video though , if you have a youtube account feel free to leave a comment on there .",0
3496,"I want more data but this is a good start ... You 've made me wish I had n't been such a TV-phobe these last few years Next stop , I 'll be looking up all these characters and adding photos in case there are other cave dwellers like me on this thread ...",0
3497,"Since they are just little kids i do n't want to be rude , but how ugly is the black kid compared to the others ? it 's not even adorable , it 's kinda scary lol",1
3498,"I feel sorry for people living in Texas , i live in Australia and i always thought Texas was a basically white exclusive place to live .",0
3499,There was a study a while ago .,0
3500,75 % of junior high Student 's could n't point out New york state on a map .,0
3501,TF .,0
3502,3702,0
3503,That's an American invention My Dear .,0
3504,Though Micronesians eat it by the gross .,0
3505,Hell they fry it in lard and eat it with rice .,0
3506,They love it .,0
3507,They eat 3 X the food at each meal than your average American .,0
3508,Thus they have the title as the fattest people in the world .,0
3509,Most of them do n't care either .,0
